date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:08:20	13432/13432	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2030%20Apr%202025%2012:08:19%20GMT	https://help.getkello.com/	help.getkello.com/index.html	(from )
14:08:23	117042/117042	---MCZ	200	added ('OK')	text/css	etag:%2239a5a7b97fd6e4aad8fe8f89b35bb4438571a791%22	http://d3eto7onm69fcz.cloudfront.net/assets/stylesheets/launch-1745955230907.css	d3eto7onm69fcz.cloudfront.net/assets/stylesheets/launch-1745955230907.css	(from https://help.getkello.com/)
14:08:23	1934/1934	---M--	200	added ('OK')	image/png	etag:%22929eb32c253ee091d6924cb440b20e9d66059b6c%22	http://d3eto7onm69fcz.cloudfront.net/assets/ico/touch-152.png	d3eto7onm69fcz.cloudfront.net/assets/ico/touch-152.png	(from https://help.getkello.com/)
14:08:23	16453/16453	---M--	200	added ('OK')	image/png	etag:%2260f5f467eaa6d693d6f7c5e94e319591%22	http://d33v4339jhl8k0.cloudfront.net/docs/assets/58cba81b2c7d3a79f5f8d1fa/images/591965132c7d3a057f891402/favicon-copy.png	d33v4339jhl8k0.cloudfront.net/docs/assets/58cba81b2c7d3a79f5f8d1fa/images/591965132c7d3a057f891402/favicon-copy.png	(from https://help.getkello.com/)
14:08:26	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2030%20Apr%202025%2012:08:25%20GMT	http://d3eto7onm69fcz.cloudfront.net/assets/fonts/helpscout-docs3.eot	d3eto7onm69fcz.cloudfront.net/assets/fonts/helpscout-docs3.eot	(from http://d3eto7onm69fcz.cloudfront.net/assets/stylesheets/launch-1745955230907.css)
14:08:27	118353/118353	---MCZ	200	added ('OK')	application/javascript	etag:%22bf16e6ce5081bd52124a0eba07eb9797a04df0a4%22	http://d3eto7onm69fcz.cloudfront.net/assets/javascripts/app3.min.js	d3eto7onm69fcz.cloudfront.net/assets/javascripts/app3.min.js	(from https://help.getkello.com/)
14:08:29	16479/16479	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2030%20Apr%202025%2012:08:25%20GMT	https://help.getkello.com/article/40-creating-an-alarm-using-spotify-deezer-tidal-soundcloud-or-radio	help.getkello.com/article/40-creating-an-alarm-using-spotify-deezer-tidal-soundcloud-or-radio.html	(from https://help.getkello.com/)
14:08:29	13085/13085	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2030%20Apr%202025%2012:08:25%20GMT	https://help.getkello.com/article/57-i-dont-see-wi-fi-on-my-kello	help.getkello.com/article/57-i-dont-see-wi-fi-on-my-kello.html	(from https://help.getkello.com/)
14:08:29	14218/14218	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2030%20Apr%202025%2012:08:25%20GMT	https://help.getkello.com/article/28-when-connecting-my-kello-to-my-wi-fi-network-i-have-an-error	help.getkello.com/article/28-when-connecting-my-kello-to-my-wi-fi-network-i-have-an-error.html	(from https://help.getkello.com/)
14:08:29	12282/12282	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2030%20Apr%202025%2012:08:25%20GMT	https://help.getkello.com/article/72-setup-my-kello-manually	help.getkello.com/article/72-setup-my-kello-manually.html	(from https://help.getkello.com/)
